"[0.03796233981847763, -0.617883026599884, -0.09664757549762726]","[0.034671612083911896, -0.6564527153968811, -0.07936809957027435]","[0.03498071804642677, -0.656883180141449, -0.07864756137132645]","[0.034666918218135834, -0.6574199795722961, -0.07887790352106094]","[0.01049329899251461, -0.6518535614013672, -0.09579373151063919]","[0.010909308679401875, -0.652743399143219, -0.0963873565196991]","[0.010683341883122921, -0.653883159160614, -0.09578204154968262]","[0.016616638749837875, -0.653795063495636, 0.04256021976470947]","[-0.10122779756784439, -0.6412131190299988, -0.047453898936510086]","[0.03581684082746506, -0.597449004650116, -0.048602279275655746]","[0.003190750954672694, -0.5914522409439087, -0.07371436804533005]","[0.09776844829320908, -0.4836488962173462, 0.13223451375961304]","[-0.15986454486846924, -0.4875347316265106, -0.07823055982589722]","[0.1523759514093399, -0.363636314868927, 0.006989177316427231]","[-0.07847805321216583, -0.43804746866226196, -0.2597225606441498]","[0.11333295702934265, -0.4924848973751068, -0.16259773075580597]","[-0.05397458001971245, -0.5655345320701599, -0.40512898564338684]","[0.09473840147256851, -0.5087214708328247, -0.1929202377796173]","[-0.037361349910497665, -0.5809587240219116, -0.445657342672348]","[0.09530037641525269, -0.5305026173591614, -0.18508568406105042]","[-0.04720032215118408, -0.5906151533126831, -0.4348965287208557]","[0.1036200001835823, -0.5052676200866699, -0.16502737998962402]","[-0.04964374005794525, -0.5703601837158203, -0.407643586397171]","[0.09878897666931152, -0.006144613493233919, 0.06124141439795494]","[-0.09892377257347107, 0.005696299485862255, -0.06019853800535202]","[0.21995006501674652, 0.37634003162384033, -0.00044728422653861344]","[-0.09411439299583435, 0.40430861711502075, -0.07497832924127579]","[0.2182188183069229, 0.7491782307624817, 0.05898601934313774]","[-0.08708232641220093, 0.7622628808021545, -0.013515371829271317]","[0.2251957654953003, 0.7964714169502258, 0.05387820303440094]","[-0.0879136398434639, 0.8082454800605774, -0.014402308501303196]","[0.32161206007003784, 0.83725506067276, -0.03735695779323578]","[-0.08239331096410751, 0.8797734379768372, -0.13636615872383118]"
"[0.03587429225444794, -0.6179807186126709, -0.09681567549705505]","[0.027883067727088928, -0.65655118227005, -0.07972491532564163]","[0.028120290488004684, -0.6569632291793823, -0.07901299744844437]","[0.027801144868135452, -0.6575064659118652, -0.07922372967004776]","[0.003900176379829645, -0.6516969799995422, -0.09590616077184677]","[0.004355990793555975, -0.6525889039039612, -0.09650450199842453]","[0.004054272081702948, -0.6537269353866577, -0.09590726345777512]","[0.010447272099554539, -0.6551981568336487, 0.04006689041852951]","[-0.10494035482406616, -0.6372551918029785, -0.04601186141371727]","[0.03388020396232605, -0.5976456999778748, -0.04936669021844864]","[0.0016781073063611984, -0.5911544561386108, -0.07372164726257324]","[0.09766732901334763, -0.4863819181919098, 0.12643249332904816]","[-0.15905310213565826, -0.482544869184494, -0.07504849135875702]","[0.15407226979732513, -0.3582497537136078, 0.0020992758218199015]","[-0.07267092913389206, -0.40709012746810913, -0.25577810406684875]","[0.11270278692245483, -0.4728553891181946, -0.1695871204137802]","[-0.05604059249162674, -0.5392918586730957, -0.4019109904766083]","[0.08731959760189056, -0.4839092791080475, -0.20305685698986053]","[-0.041813354939222336, -0.5555419325828552, -0.44396084547042847]","[0.07790327072143555, -0.5089640617370605, -0.19586339592933655]","[-0.05963332578539848, -0.5675700902938843, -0.42962154746055603]","[0.09767861664295197, -0.4860628545284271, -0.1724265217781067]","[-0.05127451568841934, -0.5458152294158936, -0.4065490961074829]","[0.09751784056425095, -0.006139425095170736, 0.060791172087192535]","[-0.09763982892036438, 0.005691259168088436, -0.05975573509931564]","[0.21611008048057556, 0.37784042954444885, 0.00026182798319496214]","[-0.09542451053857803, 0.4038558006286621, -0.07322882115840912]","[0.21175560355186462, 0.7550194263458252, 0.05859987437725067]","[-0.09697408974170685, 0.7624547481536865, -0.005765303038060665]","[0.22004865109920502, 0.8022430539131165, 0.054440002888441086]","[-0.09870433062314987, 0.8086604475975037, -0.00596449663862586]","[0.31401655077934265, 0.8384220600128174, -0.037785857915878296]","[-0.08577562123537064, 0.8789274096488953, -0.12736274302005768]"
"[0.027546759694814682, -0.6190595030784607, -0.09687795490026474]","[0.018769709393382072, -0.6577239036560059, -0.07961246371269226]","[0.019012292847037315, -0.6580783128738403, -0.07891527563333511]","[0.018685052171349525, -0.6586339473724365, -0.07914973050355911]","[-0.0075218332931399345, -0.6517541408538818, -0.09449213743209839]","[-0.007035433780401945, -0.6526442170143127, -0.0951041653752327]","[-0.007432752288877964, -0.6537818312644958, -0.0945364460349083]","[0.012288329191505909, -0.6559828519821167, 0.03970702737569809]","[-0.10877179354429245, -0.63275146484375, -0.03490555286407471]","[0.031525373458862305, -0.5989698171615601, -0.04982534423470497]","[-0.002904350869357586, -0.591238796710968, -0.07243582606315613]","[0.10265495628118515, -0.4869099259376526, 0.12242481857538223]","[-0.15527388453483582, -0.47960734367370605, -0.07395854592323303]","[0.15241199731826782, -0.3552343249320984, -0.010371323674917221]","[-0.06807362288236618, -0.40724119544029236, -0.23973391950130463]","[0.06525927037000656, -0.45267489552497864, -0.17822971940040588]","[-0.049199946224689484, -0.5336586833000183, -0.35901543498039246]","[0.029146306216716766, -0.4585675597190857, -0.21245639026165009]","[-0.03627689927816391, -0.5461482405662537, -0.4005073606967926]","[0.01279242429882288, -0.4839947521686554, -0.20556119084358215]","[-0.05481492727994919, -0.5572972297668457, -0.39078474044799805]","[0.04619879275560379, -0.4647969901561737, -0.18073122203350067]","[-0.04843026399612427, -0.5388677716255188, -0.36294543743133545]","[0.09718181192874908, -0.006008693017065525, 0.05979433283209801]","[-0.09728525578975677, 0.00556501280516386, -0.0587647445499897]","[0.21184231340885162, 0.37874919176101685, 7.714256207691506e-05]","[-0.09601563215255737, 0.40253159403800964, -0.0719054713845253]","[0.20756572484970093, 0.7545675039291382, 0.06038573756814003]","[-0.10347416996955872, 0.7622664570808411, -0.0016910111298784614]","[0.2164490818977356, 0.8015524744987488, 0.05777345970273018]","[-0.10495607554912567, 0.8085697889328003, -0.0016549942083656788]","[0.3098173439502716, 0.8356304168701172, -0.03498842939734459]","[-0.08764897286891937, 0.8742817044258118, -0.12435084581375122]"
"[0.026856813579797745, -0.6191293001174927, -0.10679499059915543]","[0.017805572599172592, -0.657783567905426, -0.08886858820915222]","[0.018050003796815872, -0.658135175704956, -0.08816272765398026]","[0.01771831139922142, -0.6586940884590149, -0.08841916918754578]","[-0.009638801217079163, -0.6515037417411804, -0.10106336325407028]","[-0.009174235165119171, -0.6523850560188293, -0.10173653811216354]","[-0.00954615417867899, -0.6535288095474243, -0.10114099085330963]","[0.013998900540173054, -0.6562449336051941, 0.03504863753914833]","[-0.10757766664028168, -0.6291466355323792, -0.035018760710954666]","[0.032075632363557816, -0.5993702411651611, -0.05827490985393524]","[-0.002971012843772769, -0.5911632776260376, -0.07760666310787201]","[0.11489936709403992, -0.487020879983902, 0.11905022710561752]","[-0.14502134919166565, -0.4797214865684509, -0.07152271270751953]","[0.1548287272453308, -0.3472355306148529, -0.01627756841480732]","[-0.0727311298251152, -0.40913164615631104, -0.24695870280265808]","[0.08985566347837448, -0.45778918266296387, -0.18511323630809784]","[-0.050451770424842834, -0.5270258188247681, -0.40126606822013855]","[0.06075141578912735, -0.46932417154312134, -0.21435831487178802]","[-0.03743423521518707, -0.5357997417449951, -0.4472663700580597]","[0.053645018488168716, -0.4932343065738678, -0.2099069058895111]","[-0.055151622742414474, -0.5471547245979309, -0.43768057227134705]","[0.07635713368654251, -0.4707058072090149, -0.18560375273227692]","[-0.04959283769130707, -0.5314435958862305, -0.4056844115257263]","[0.09710945188999176, -0.00543556734919548, 0.05881210044026375]","[-0.09720633924007416, 0.005008217878639698, -0.05780704319477081]","[0.20337243378162384, 0.38032594323158264, 0.0019665865693241358]","[-0.0973615050315857, 0.40248337388038635, -0.07117325812578201]","[0.20218214392662048, 0.7638941407203674, 0.0615144744515419]","[-0.11251033842563629, 0.7641519904136658, -0.008676444180309772]","[0.21165555715560913, 0.8111956119537354, 0.05878956615924835]","[-0.11461007595062256, 0.8105971217155457, -0.009762872010469437]","[0.30758070945739746, 0.8443045616149902, -0.03612649440765381]","[-0.09665787220001221, 0.8743228912353516, -0.13606129586696625]"
"[0.008536155335605145, -0.6182732582092285, -0.111931212246418]","[0.0026984666474163532, -0.6572151780128479, -0.09427452832460403]","[0.0030181333422660828, -0.6575512290000916, -0.09362199157476425]","[0.002632335526868701, -0.6581023931503296, -0.09392067044973373]","[-0.02798505313694477, -0.6495064496994019, -0.10260697454214096]","[-0.0275410283356905, -0.6503635048866272, -0.10332927107810974]","[-0.027885161340236664, -0.6515117883682251, -0.10269767045974731]","[0.014880850911140442, -0.65644770860672, 0.03019682876765728]","[-0.113306425511837, -0.6256651878356934, -0.026907477527856827]","[0.025027388706803322, -0.5992708802223206, -0.06323894113302231]","[-0.014619441702961922, -0.5897086262702942, -0.0782044529914856]","[0.1280336081981659, -0.487014502286911, 0.1154719814658165]","[-0.14413808286190033, -0.4798184335231781, -0.05756274238228798]","[0.1529262512922287, -0.33898529410362244, -0.01787087507545948]","[-0.07579333335161209, -0.4104035198688507, -0.2465490847826004]","[0.08952333778142929, -0.4638034403324127, -0.19085274636745453]","[-0.05094034597277641, -0.5260931253433228, -0.4043729901313782]","[0.06033514067530632, -0.47659412026405334, -0.22204333543777466]","[-0.03711250424385071, -0.5324968695640564, -0.4502338469028473]","[0.05393095687031746, -0.4996408522129059, -0.21955391764640808]","[-0.04958779364824295, -0.5437297821044922, -0.438839316368103]","[0.07637272775173187, -0.47683197259902954, -0.19282226264476776]","[-0.048768725246191025, -0.529901385307312, -0.40794017910957336]","[0.0979481041431427, -0.005040755029767752, 0.054360415786504745]","[-0.09803002327680588, 0.004622672684490681, -0.05340338498353958]","[0.19328756630420685, 0.38455334305763245, -0.010299176909029484]","[-0.09962286055088043, 0.40215107798576355, -0.04927542433142662]","[0.2009260654449463, 0.767257034778595, 0.03907306119799614]","[-0.11289818584918976, 0.7641306519508362, 0.03286636620759964]","[0.2105574607849121, 0.8141211271286011, 0.03528863191604614]","[-0.1149071455001831, 0.8105790019035339, 0.03339439257979393]","[0.2971891462802887, 0.8502602577209473, -0.07328135520219803]","[-0.10752114653587341, 0.8727224469184875, -0.0938904657959938]"
"[0.0050883046351373196, -0.6179196238517761, -0.13521166145801544]","[0.0001931049337144941, -0.6571300625801086, -0.11871139705181122]","[0.000491767656058073, -0.6574639678001404, -0.11804840713739395]","[0.00010757739073596895, -0.6580104231834412, -0.11842051893472672]","[-0.03141573444008827, -0.6485670208930969, -0.124187171459198]","[-0.030970972031354904, -0.6494070291519165, -0.12498796731233597]","[-0.03131573647260666, -0.6505603194236755, -0.12435098737478256]","[0.016371536999940872, -0.6586408019065857, 0.006816344801336527]","[-0.11504241824150085, -0.6249656081199646, -0.03482559323310852]","[0.024090060964226723, -0.5993854403495789, -0.08562736958265305]","[-0.016962995752692223, -0.5892801880836487, -0.09622271358966827]","[0.13375186920166016, -0.4905858039855957, 0.11026812344789505]","[-0.14012105762958527, -0.4799177944660187, -0.06291324645280838]","[0.15248002111911774, -0.3363041579723358, -0.0214660856872797]","[-0.06810514628887177, -0.40966424345970154, -0.24576511979103088]","[0.09588019549846649, -0.4659121334552765, -0.2052396684885025]","[-0.044523753225803375, -0.5274977087974548, -0.4003499448299408]","[0.07382801920175552, -0.4808770716190338, -0.23741987347602844]","[-0.031539592891931534, -0.5366131663322449, -0.44484183192253113]","[0.07551190257072449, -0.5036903619766235, -0.23797516524791718]","[-0.04616551846265793, -0.5483459234237671, -0.4343062937259674]","[0.08671234548091888, -0.47939494252204895, -0.21018175780773163]","[-0.04397798702120781, -0.5319434404373169, -0.4039713144302368]","[0.09834255278110504, -0.0048969159834086895, 0.05407051742076874]","[-0.0984257161617279, 0.004480140283703804, -0.05309445410966873]","[0.19350770115852356, 0.38499921560287476, -0.011134478263556957]","[-0.10303764790296555, 0.40190809965133667, -0.04991509020328522]","[0.2007981240749359, 0.7663211822509766, 0.044190987944602966]","[-0.11521957814693451, 0.7638162970542908, 0.03177851065993309]","[0.2101460099220276, 0.8131219744682312, 0.041359663009643555]","[-0.11681201308965683, 0.8101746439933777, 0.03179702162742615]","[0.29313886165618896, 0.8504742980003357, -0.06297080218791962]","[-0.1080135777592659, 0.8720367550849915, -0.09701430052518845]"
"[0.0004684151499532163, -0.6193214654922485, -0.13736462593078613]","[-0.002120230346918106, -0.6581336855888367, -0.12120018899440765]","[-0.0018159644678235054, -0.6584983468055725, -0.12052678316831589]","[-0.002156099770218134, -0.6590158939361572, -0.12084867805242538]","[-0.034213099628686905, -0.6496676206588745, -0.12545932829380035]","[-0.03377581015229225, -0.6504989862442017, -0.12628424167633057]","[-0.03408822789788246, -0.6516634225845337, -0.12566478550434113]","[0.01979619637131691, -0.6585394740104675, 0.000526266754604876]","[-0.11429813504219055, -0.6252033710479736, -0.03491801396012306]","[0.02171459048986435, -0.6001501679420471, -0.0892999991774559]","[-0.020293906331062317, -0.5900774598121643, -0.09803400188684464]","[0.13691593706607819, -0.49053823947906494, 0.09987958520650864]","[-0.13906751573085785, -0.48157528042793274, -0.06343959271907806]","[0.15163396298885345, -0.33847853541374207, -0.049924153834581375]","[-0.06928062438964844, -0.42768406867980957, -0.2588232457637787]","[0.100010447204113, -0.47061994671821594, -0.24676580727100372]","[-0.04402518644928932, -0.5626102685928345, -0.43448859453201294]","[0.07879370450973511, -0.4902656674385071, -0.2811349034309387]","[-0.03120771422982216, -0.5791976451873779, -0.4829939603805542]","[0.0814552828669548, -0.512529730796814, -0.279884397983551]","[-0.04456150159239769, -0.5911312103271484, -0.4707709550857544]","[0.09155700355768204, -0.4850656986236572, -0.25279518961906433]","[-0.04314567893743515, -0.5682287216186523, -0.4383617043495178]","[0.09919105470180511, -0.004819133784621954, 0.053181249648332596]","[-0.09925200045108795, 0.00440639816224575, -0.05222491919994354]","[0.20336611568927765, 0.3835528492927551, -0.020152540877461433]","[-0.10357893258333206, 0.40129658579826355, -0.05370164290070534]","[0.20767220854759216, 0.7647406458854675, 0.047144196927547455]","[-0.11164107173681259, 0.7639032602310181, 0.0162197258323431]","[0.2166486531496048, 0.811367928981781, 0.04497890546917915]","[-0.11115235835313797, 0.8101978898048401, 0.014688934199512005]","[0.2932143211364746, 0.8494641184806824, -0.05740075558423996]","[-0.10185158997774124, 0.8711816668510437, -0.1151486411690712]"
"[0.0012996600707992911, -0.6200190782546997, -0.13776899874210358]","[-0.001049061305820942, -0.6586689352989197, -0.12167245149612427]","[-0.0007299743010662496, -0.6590855717658997, -0.12099190801382065]","[-0.0010517551563680172, -0.659569501876831, -0.12125946581363678]","[-0.03288297355175018, -0.6502414345741272, -0.12561072409152985]","[-0.03245071694254875, -0.6510228514671326, -0.12645956873893738]","[-0.032737791538238525, -0.6521912217140198, -0.1258682757616043]","[0.025872262194752693, -0.6584883332252502, -0.001443349989131093]","[-0.11348766833543777, -0.6253373622894287, -0.03495573252439499]","[0.021866731345653534, -0.600655734539032, -0.0901457667350769]","[-0.020072799175977707, -0.5904945135116577, -0.09848286956548691]","[0.1404506117105484, -0.4929123520851135, 0.08062111586332321]","[-0.13939879834651947, -0.481942743062973, -0.06507749855518341]","[0.15125834941864014, -0.3638755977153778, -0.10605283081531525]","[-0.07024623453617096, -0.44118040800094604, -0.2825148403644562]","[0.10523069649934769, -0.48487576842308044, -0.3288853168487549]","[-0.046319060027599335, -0.5835471749305725, -0.47322943806648254]","[0.08774280548095703, -0.5024991631507874, -0.3690637946128845]","[-0.03469358757138252, -0.6045931577682495, -0.5246851444244385]","[0.08742593973875046, -0.5214486122131348, -0.3695807158946991]","[-0.045122697949409485, -0.6183202266693115, -0.5126877427101135]","[0.0963577926158905, -0.4969533681869507, -0.3369629979133606]","[-0.04417030140757561, -0.5901663303375244, -0.47837918996810913]","[0.10134268552064896, -0.004821804352104664, 0.05055536329746246]","[-0.10131752490997314, 0.00440986268222332, -0.04958462715148926]","[0.21361450850963593, 0.37711843848228455, -0.03441091999411583]","[-0.10896552354097366, 0.4007784426212311, -0.054684922099113464]","[0.21681539714336395, 0.7633686065673828, 0.04262557998299599]","[-0.10935033112764359, 0.7629972696304321, 0.011088773608207703]","[0.2249198853969574, 0.8105171918869019, 0.04171117767691612]","[-0.1072668805718422, 0.8088443279266357, 0.009148788638412952]","[0.29412129521369934, 0.850214958190918, -0.05969184637069702]","[-0.1016855239868164, 0.870184063911438, -0.11821376532316208]"
"[0.002999700605869293, -0.6222337484359741, -0.15308384597301483]","[0.0015225411625579, -0.6609101295471191, -0.1366921365261078]","[0.0018468518974259496, -0.6613434553146362, -0.13602548837661743]","[0.0015460780123248696, -0.6618149876594543, -0.13632839918136597]","[-0.030908944085240364, -0.6523269414901733, -0.14018614590168]","[-0.030451882630586624, -0.6531105041503906, -0.1410054862499237]","[-0.030699731782078743, -0.654285192489624, -0.14037437736988068]","[0.0346553772687912, -0.6597915887832642, -0.01720033772289753]","[-0.10746393352746964, -0.6271284222602844, -0.04788466542959213]","[0.02515294775366783, -0.602875292301178, -0.10630133748054504]","[-0.01716862991452217, -0.5925347208976746, -0.11410120874643326]","[0.14400507509708405, -0.49303877353668213, 0.06551578640937805]","[-0.13398826122283936, -0.4819900691509247, -0.07572078704833984]","[0.15091153979301453, -0.36299896240234375, -0.10217965394258499]","[-0.055150534957647324, -0.4294537305831909, -0.27697375416755676]","[0.1106395423412323, -0.4862551987171173, -0.30699923634529114]","[-0.018375497311353683, -0.5695834755897522, -0.45359179377555847]","[0.09524520486593246, -0.5051533579826355, -0.3448523283004761]","[-0.005408299155533314, -0.5903573632240295, -0.5012909770011902]","[0.09759259968996048, -0.5243631601333618, -0.3444262146949768]","[-0.017472464591264725, -0.6070265769958496, -0.49045121669769287]","[0.10342452675104141, -0.4986639618873596, -0.31380391120910645]","[-0.016772761940956116, -0.5771323442459106, -0.45821651816368103]","[0.10203681886196136, -0.004813937935978174, 0.04931170120835304]","[-0.10203614830970764, 0.004402101505547762, -0.04830527305603027]","[0.2227204293012619, 0.37348419427871704, -0.04650134965777397]","[-0.10896290838718414, 0.40065503120422363, -0.05217696726322174]","[0.223405122756958, 0.758134126663208, 0.0365951806306839]","[-0.10495054721832275, 0.7607786059379578, 0.025598328560590744]","[0.23083075881004333, 0.8049136400222778, 0.03594088554382324]","[-0.10274067521095276, 0.8065508008003235, 0.02527906373143196]","[0.29770639538764954, 0.8495800495147705, -0.06953723728656769]","[-0.09931392222642899, 0.8686089515686035, -0.10332813113927841]"
"[0.003658785717561841, -0.6222198009490967, -0.14957037568092346]","[0.0017048863228410482, -0.6609017848968506, -0.13321276009082794]","[0.0020405633840709925, -0.661334216594696, -0.1325659453868866]","[0.0017323304200544953, -0.6618059873580933, -0.13285569846630096]","[-0.030112318694591522, -0.6523338556289673, -0.13691097497940063]","[-0.02966444380581379, -0.6531198024749756, -0.13771478831768036]","[-0.02991529554128647, -0.6542950868606567, -0.13705918192863464]","[0.039857540279626846, -0.6597643494606018, -0.014391742646694183]","[-0.10556720942258835, -0.6273472309112549, -0.046852439641952515]","[0.02628422901034355, -0.6028984189033508, -0.10313890874385834]","[-0.016633393242955208, -0.5925479531288147, -0.11110715568065643]","[0.14801368117332458, -0.4927351772785187, 0.06661905348300934]","[-0.13103535771369934, -0.4817344844341278, -0.06907466799020767]","[0.15060263872146606, -0.3476386070251465, -0.09433245658874512]","[-0.04440823569893837, -0.4040493071079254, -0.23605047166347504]","[0.09821777790784836, -0.47806328535079956, -0.2987225353717804]","[-0.008745580911636353, -0.5448742508888245, -0.3869827687740326]","[0.07992952316999435, -0.4972304105758667, -0.3360353112220764]","[0.006198914255946875, -0.5654944777488708, -0.4301990866661072]","[0.08170488476753235, -0.5195125937461853, -0.33591771125793457]","[-0.009607190266251564, -0.5855326056480408, -0.42231807112693787]","[0.09038820117712021, -0.49201443791389465, -0.3069351315498352]","[-0.008371669799089432, -0.554358184337616, -0.39160481095314026]","[0.10289355367422104, -0.004617671947926283, 0.047947730869054794]","[-0.102897509932518, 0.0041973828338086605, -0.046956781297922134]","[0.23111024498939514, 0.37405306100845337, -0.04797231778502464]","[-0.109041728079319, 0.39892464876174927, -0.05222030356526375]","[0.22313398122787476, 0.7442947626113892, 0.05482186749577522]","[-0.10414011031389236, 0.7526587247848511, 0.030114619061350822]","[0.23019720613956451, 0.7887150645256042, 0.05838237702846527]","[-0.10193328559398651, 0.7981802821159363, 0.031136810779571533]","[0.29755058884620667, 0.844046950340271, -0.03797384351491928]","[-0.09767842292785645, 0.8661887645721436, -0.09379603713750839]"
"[0.007579749450087547, -0.6204131245613098, -0.14705827832221985]","[0.004931177012622356, -0.6590845584869385, -0.13051104545593262]","[0.005228427238762379, -0.6594623923301697, -0.12985770404338837]","[0.0049524689093232155, -0.6599602699279785, -0.13014164566993713]","[-0.026768404990434647, -0.6507006287574768, -0.13529524207115173]","[-0.026306375861167908, -0.6514714360237122, -0.13611368834972382]","[-0.026612261310219765, -0.6526251435279846, -0.13545724749565125]","[0.039418742060661316, -0.6578283905982971, -0.012490098364651203]","[-0.10612610727548599, -0.6261539459228516, -0.047907065600156784]","[0.027631007134914398, -0.601144552230835, -0.10052664577960968]","[-0.01523254718631506, -0.5908195972442627, -0.11013415455818176]","[0.13974042236804962, -0.4894833564758301, 0.07437118142843246]","[-0.13038019835948944, -0.4773450195789337, -0.06968951970338821]","[0.150499165058136, -0.33423781394958496, -0.071918785572052]","[-0.031279001384973526, -0.3960120677947998, -0.1855538785457611]","[0.10086771845817566, -0.4577747881412506, -0.26963040232658386]","[-0.0013563850661739707, -0.5427185893058777, -0.2348969280719757]","[0.08451145142316818, -0.4762410819530487, -0.3080119490623474]","[0.014493213966488838, -0.5649309754371643, -0.2644142508506775]","[0.08193714916706085, -0.4987668991088867, -0.3066750764846802]","[-0.007964927703142166, -0.5839086771011353, -0.26122474670410156]","[0.09182649850845337, -0.47104501724243164, -0.27580100297927856]","[-0.004244754556566477, -0.5534434914588928, -0.2388438880443573]","[0.10288746654987335, -0.004436800722032785, 0.05002099275588989]","[-0.10289771109819412, 0.0039981878362596035, -0.04908301308751106]","[0.2297162562608719, 0.3765161633491516, -0.03924359753727913]","[-0.1101757064461708, 0.3989211618900299, -0.052169423550367355]","[0.22385980188846588, 0.72333163022995, 0.10381561517715454]","[-0.10437296330928802, 0.750325620174408, 0.035545751452445984]","[0.23075677454471588, 0.7649826407432556, 0.10973179340362549]","[-0.10214174538850784, 0.7958795428276062, 0.03770904615521431]","[0.29734960198402405, 0.8263142108917236, 0.02549230121076107]","[-0.0899197980761528, 0.8655567765235901, -0.08794103562831879]"
"[0.01582406461238861, -0.6204744577407837, -0.1330135315656662]","[0.012068042531609535, -0.6590908169746399, -0.11600180715322495]","[0.012378542684018612, -0.659467339515686, -0.11539584398269653]","[0.01213601604104042, -0.6599652171134949, -0.11563555151224136]","[-0.01765446737408638, -0.6507276296615601, -0.12408121675252914]","[-0.017165616154670715, -0.6514999270439148, -0.12491864711046219]","[-0.01754852384328842, -0.6526544094085693, -0.12431584298610687]","[0.03929322957992554, -0.6574572324752808, 0.0002629056107252836]","[-0.1036670058965683, -0.6262338161468506, -0.04601071774959564]","[0.031135529279708862, -0.6011527180671692, -0.08840232342481613]","[-0.009557713754475117, -0.590844452381134, -0.10181662440299988]","[0.13474638760089874, -0.4871591627597809, 0.08248576521873474]","[-0.12879501283168793, -0.47338181734085083, -0.06825604289770126]","[0.14959345757961273, -0.3309760093688965, -0.05703562870621681]","[-0.0234212689101696, -0.3764243423938751, -0.16287578642368317]","[0.09660935401916504, -0.4424768090248108, -0.24296344816684723]","[0.0023269876837730408, -0.5101101398468018, -0.2110913097858429]","[0.08081734925508499, -0.4554181396961212, -0.28064024448394775]","[0.01656765304505825, -0.5299378037452698, -0.24197566509246826]","[0.07388228178024292, -0.47798338532447815, -0.2785266935825348]","[-0.006144271232187748, -0.5499914288520813, -0.23905430734157562]","[0.08599746227264404, -0.45473194122314453, -0.24815435707569122]","[-0.001418219180777669, -0.521186888217926, -0.21509447693824768]","[0.10286154597997665, -0.0043782442808151245, 0.049923256039619446]","[-0.10287913680076599, 0.003928346559405327, -0.048986855894327164]","[0.2272145003080368, 0.3768109679222107, -0.03700529783964157]","[-0.11017634719610214, 0.3989369869232178, -0.05166151374578476]","[0.2238592654466629, 0.7171211838722229, 0.1082773357629776]","[-0.10400908440351486, 0.7492426037788391, 0.04174681007862091]","[0.23068001866340637, 0.7589152455329895, 0.11378460377454758]","[-0.10184410214424133, 0.7949467301368713, 0.044881757348775864]","[0.29445257782936096, 0.824248731136322, 0.026205535978078842]","[-0.08597241342067719, 0.8656319975852966, -0.08012286573648453]"
"[0.02042299322783947, -0.6217972636222839, -0.10250186920166016]","[0.01452240627259016, -0.6601769924163818, -0.08503372222185135]","[0.014897532761096954, -0.6605000495910645, -0.08452108502388]","[0.014586037024855614, -0.6610556244850159, -0.08460170775651932]","[-0.013998100534081459, -0.6513593196868896, -0.0966668426990509]","[-0.013489673845469952, -0.6521399021148682, -0.09746316075325012]","[-0.013940724544227123, -0.6532946228981018, -0.09682480990886688]","[0.03410494327545166, -0.6586585640907288, 0.03241048380732536]","[-0.10372398793697357, -0.6263102889060974, -0.03160947188735008]","[0.032416556030511856, -0.6028056740760803, -0.05806149169802666]","[-0.006724174600094557, -0.591644287109375, -0.07651125639677048]","[0.1214052066206932, -0.48769664764404297, 0.11690784245729446]","[-0.12664107978343964, -0.47144773602485657, -0.06734876334667206]","[0.15050849318504333, -0.34034496545791626, -0.007859664969146252]","[-0.013403758406639099, -0.37945055961608887, -0.16116604208946228]","[0.10317564755678177, -0.46125972270965576, -0.16562598943710327]","[0.0025309317279607058, -0.5067707300186157, -0.18595640361309052]","[0.08948751538991928, -0.47567111253738403, -0.1958645135164261]","[0.01264421921223402, -0.5230638384819031, -0.20904171466827393]","[0.07752193510532379, -0.49116185307502747, -0.1872149556875229]","[-0.00868751760572195, -0.5352800488471985, -0.20758095383644104]","[0.09085549414157867, -0.4705665707588196, -0.16771365702152252]","[-0.0023648778442293406, -0.5144753456115723, -0.1888391673564911]","[0.10253915190696716, -0.0043983315117657185, 0.04999801144003868]","[-0.10257811844348907, 0.003943512216210365, -0.049019016325473785]","[0.21898886561393738, 0.3814973831176758, -0.030729835852980614]","[-0.11091817915439606, 0.4054469168186188, -0.05467913672327995]","[0.22437456250190735, 0.7173122763633728, 0.1013031005859375]","[-0.10745794326066971, 0.7488893866539001, 0.04837646707892418]","[0.23096559941768646, 0.7591614127159119, 0.10560096055269241]","[-0.10614117980003357, 0.7940733432769775, 0.05489013344049454]","[0.278592586517334, 0.8258706331253052, 0.015832852572202682]","[-0.08636488020420074, 0.8662375807762146, -0.054720740765333176]"
